text,emotion
"Yah, sedikit kecewa gue sama lu. Lain kali komen aja langsung kalo ngga sreg. Pasti bakal gue jawab. Btw, prinsipnya jg sama aja sih. Lu jg komentator terhadap komentator. Ngga ada beda. Krn seperti gue bilang td. Inilah Twitter. Ruang publik beropini. Sip, selamat santap sahur.",sedih
Yg namanya sahabat sejati itu Ada disaat senang maupun duka. Bukan saat senang doank nggaku2 Sahabat Pada saat susah Boro2 ngaku sahabat Besuk aja nggak! Nggak harus terang2 an ? Itu pengecut namanya Plonga plongo ketika sahabat nya Di serang &amp; dipenjara,marah
"Lah gausah curhat bang, Kalo muak ya beli brand sebelah, udh tau kapasitas produksinya emg gabisa banyak tp ngutruk pengen ini itu. Bikin aja brand sendiri bos !",marah
Yg goblok itu manusia yg seneng dirinya di jajah trs sampe mati. Scopus itu produk penjahan baru terhadap intelektualitas. Coba tanya pak rocky gerung apakah dia trtarik dgn ID Scopus?? Saya yakin dia jg muak dgn praktik tolol duni pendidikan sprti ini,senang
Huhu hujannya pas mau brgkt sekola jd takut basah Dom mana emg ka?,takut
"Kenapa sekarang nampak macam takut je, masa pukul budak driver tu buat main terrer nampak",terkejut
Ututu cieh tingkatin terus yaa senang bngt liat kamu gambar,senang
"Saya tersinggung, campur sedih, terluka hatiku, ambyarrr cintaku, saat pemimpinku memuja dirinya",marah
"ckp senang je mcm mana kalau orang tu betul2 tak mampu .. jangan nak bongkak kalau ckp, rezeki kita lain2 tak semua orang senang bang ..",senang
"Kalau lu salah satu mutual gua atau liat twit ini, gua ga takut sama lu bego, mau lu cewe kalau sikap lu gitu mines tetep gaada pantes2nya. Malu bego maluu",jijik
Kamu SOpan Aku Senang,senang
Astagfirullah hampir tertipu,jijik
"Our last day pkp fasa 1. Haha sambung esok pulak. Kalau semua okay haritu, esk mesti kita dah boleh sambung kerja mcm biasa kan huhu sedih",sedih
"suka: bisa merhatiin orang yg beda2 tiap hari wkwk. ada aja yang bisa dijadiin bahan cerita. trus kalo liat pemandangan dari luar kereta/bus rasanya calming padahal tiap hari ngeliat hal yg sama. duka: masuk jam sekian tapi 3 jam sblm itu gue harus udah rapi makan, dandan dll",senang
mau murka sedih bgt rasanya,marah
"Come to here uni can, we miss yourlaugh.. mauki juga liatki senang, ayo sini di ban, smw masalah apsti ada jln keluarnya. we never leave u, plisss buang smw pikiran negatif dan goo Tdk ada kata terlamabat...keep fight, just call us or spesialy me if u need help",sedih
"bikin pekerja harian semakin sengsara,pemasukan Nol,dan pemerintah Daerah/Pusat kurang Peka,solusi juga masih ngambang.susah...susah... ???",sedih
"birthday this year la paling sedih hahahahaha dengan teringat benda lama, waktu pkp pulak. 2020 is definitely not my year :')",sedih
Syukur...klo normal,senang
"suka banged heran sama human kaya lo klo suka sama si a ya suka aja dih, g usah jatuhin si b biar fans nya ngikut di fandom lo mau si b jelek buriq goblo for real sekalipun (meskipun gaada bener2nya njir), ya biarin aja dih die famous juga kgk pake duit lu anyinkk",marah
Aku takut kalo ombre lipstik kek ginj ga cocok sama warna kulitku yang gelap,takut
"Ga sii, tp kalo akoe si ngapa2in bilang tp ga per jam juga, per mao ngapain aja wkw. Risih ya putus ih, eh ga ding dibiciriin dili biik2 mana yg bisa bikin saling nyaman",senang
"Syukur lah,setidaknya membuatku sedikit tenang wkwkwk",senang
Apa sih sbnrnya yg sedang di tutup tutupi pemerintah.. Masyarakat udah muak dengan sandiwara,takut
"Semangaat ya, semoga lancar, dosennya ga aneh aneh, jangan gugup ya kak, pasti bisa",senang
Style makan dan selera aku dan bapakek sama tapi aku tetep tersinggung kalo dimirip miripin sama bapakku,marah
Dani james dole ya koma benci,marah
Kan aku tersinggung,marah
Mantap tuh beritanya klo perlu dipecat aja. biar Jakarta gak sengsara,sedih
"Suka heran kenapa aing kalo pagi , jogging pake baju sport , sepatu , bandana , terus keringetan ngucur ke muka . Keren banget ya Allah",terkejut
"Ketika kamu kecewa dengan seseorang yang selama ini kamu anggap baik, ingatlah satu hal: Dia juga manusia .",senang
IH JADI MALU &gt;___&lt;,takut
"And if you know me, guatuh paling gasuka sama orng yg klo ngomong aja tuh gajelas Gua yg kek ""apaan si anjir"" gitu. Karna kalo ade gua ngambek juga ngomongnya suka gajelas kek have no confident buat ngelawan gua hahaha Pokonya gua gasuka, makinlah gua tambah risih kan",senang
"Suka heran sama kalian yang kasian liat hidup gw trus bilang ""gausah fikirin ortu kamu, kan masih ada kita.. kamu fikirin masa depan kamu aja"" tapi giliran kolot aing sengsara sia kemana ??? Apa2 jadi utang, bayangin kalo seluruh hidup lu dari janin sampe lu nikah jadi utang gmn?",senang
Gugup depan umum,takut
"+ dalam waktu dekat akan mengadakan event dengan tujuan untuk bernostalgia bagi para ex-member. Oh ya, dan saya juga menikmati konsepnya, ya! Yang awalnya saya agak gugup karena baru pertama kali berperan sebagai Host dalam dunia rp. XD Tapi akhirnya jadi Host senior di sana +",terkejut
Pernah ngak sih lo jijik aja liat seseorang? padahal dia ngak ngapa ngapain!!! . . . Kayaknya gua doang deh...,jijik
Hidup itu indah Hidup itu hanya sekali Bahagia itu nikmat Luka itu ekstase Selamat pagi Semangat menyambut pagi yang indah dengan senyum yang manis,senang
MURKA GUA GAPERNAH DITANYA INDAH,marah
BRISIK BGT HERAN,terkejut
Penat hidup single ke HAHAHAH,jijik
Syukur gk gw doang yg mikir gini,senang
jangan terkejut ah char kalau nampak muka saya di tiang lampu,terkejut
"Aku mohon, sekali lagi aku bukan maksd apapun. Mohon maaf kalo memang ada yg gak senang. Aku juga awalnya gak sangka bakalan serame ini. Dont judge, aku syg kalian....",sedih
Pas ngeri ngeri sedep,takut
"Aku sedih, dia seolah kuat. dia kecewa, aku yg tersakiti. yg lain memperkeruh, teman2 ku membela. dia di bela, aku yg terusik. dia yg buka dia pula yg kecewa.",sedih
tak best senarnya jadi morning person ni sebab senang bosan em member semua ketiduran lagi,senang
Bangga dong.,senang
h-hai ak zahra [gugup],takut
"Duka atuh nya ih, da abi mah ti tokyo belah wetan",sedih
"better use dilema instead of kedilemaan. opo gak puas awakmu mencipta kata membersamai yg bikin kupingku risih, ha?",senang
Ntar aku kalo deketin cewe gugup ica,takut
"gasii, jatohnya jadi risih. kayak gada kesibukan aja. hidup ga melulu ttg cowo",jijik
"Oh iya aku lupa. Aku kangen sama kamu. Kutunggu ya waktu luangmu dan dibulan februari! Jangan terlalu lama, beratloh. Andaikan saja engkau mengerti semua keluh kesal ku disini Tapi tidak apa2. Biarkan semesta bekerja",sedih
Kok ngeri gitu faa,takut
Wkwk..Takutnya aku nyinggung perasaan orang.. soalnya udah ada yg tersinggung,sedih
Sudah muak dgn sumua ini ustdz..klo masih tdk ada ke adilah sy berharap ulama mengambil tindakan.,marah
"Marah dan Kesal pasti ada ustad Tengku begitu juga dgn perasaan Umat agama lain seperti Gereja / vihara di Tutup,dirobohkan dibongkar,Ibadah dibubarkan.. perasaan nya gimana sebagai orang Indonesia yang beragam..??",marah
Terpesona suara gemes seongmin jadi pada lupa suara woobin tuh..... Astagfirullah,terkejut
Jangan saya gugup haha,takut
"Bijaknya mundur aja pak Yason.., lagian kita dah muak liat muka di TL.",marah
mak suruh aku tidur sampai pukul 2 senang takyah buat sarapan. chawlu geng,senang
"Biarpun kau bukanlah seorang bidadari melainkan manusia biasa, namun senyummu membuat CY terpesona mi_ChristyChiBi",terkejut
Normal kan kita stress or penat bila belajar ye lah dgn assignments banyak pastu nak kejar deadline utk submit lagi. Tapi i tak nak bagitau pon i stress ke penat ke sebab i ada satu perasaan takut yg orang akan ckp padan muka kau sapa suruh kau sambung study,senang
JIJIK!,jijik
Penat Penyesal Kecewa Gagal,marah
"Fiks, siapa pun kalian hati2 kalo kemana2. Gue cuma takut orang ini jahat sebenernya. Apalagi tatapannya bikin risih. Be safe, guys!",takut
"kan aku jadi gaenak sm mas crush kalo ngechatin dia mulu, takut dia risih",takut
Seru-seru bangga gitu akhirnya lega dia setelah mendem beberapa lama,senang
Terinspirasi dengan twit twit orang beken ..sehingga di aplikasikan dalam hidup sehari hari Merasa bangga bisa memainkan hati Tapi lupa hidup ini tidak selamanya bisa bersandiwara ...siapa menanam pasti akan memanenya itulah hukum alam,senang
Iya ngeri aja wkwk,takut
"Pokoknya jangan sampai tertipu akun-akun yang mengatasnamakan Bareksa selain akun yang mimin sebutin di atas ya. Selamat berinvestasi, selamat bertumbuh bersama Bareksa",jijik
"Bikin stres, tp nagih. Heran.",terkejut
Good idea for batho senang metsi jwalo ka rona Qwaqwa.,senang
"Ngeri dit. Kalo virus ""anti virus"" mematikan udah bisa dibuat Virus yg lebih mematikan juga bisa dibuat",takut
Aku tertipu aku terjebak,jijik
"Kadang sering memaksakan nyawa menantikan kabar hina hingga kau terjebak Usung lalu memaku mendesit hasratku Kita bosan dengan alasan Kita muak dengan pertikaian,kita bosan dengan harapan",marah
Dito butuh banget klarifikasi hidup setelah jadi Artis mah beda. Gue follow doi dari followernya masih 6K and liat dia jadi kayak skarang bangga banget.,senang
Yg kaya gini ttp aja masih banyak yg benci. Heran aing,terkejut
Terus nanti ketua dioperasi dimana? Kim sabu gimana sih nanti diakhir? Woii sumpah benci bgt sama direktur(?) itu,marah
Heran gw..malah nyebar kemana2 nanti nya,terkejut
"Gue muak apa goverment. Gue kesel juga, bukannya karantina wilayah malah, darurat sipil . Kesel. Udh banyak bgt korbannya, masih aja si buzzerp tolol, bego adu domba! Kecewa bgt ama pemerintahan skarang!",marah
Semangaaat kaaak semoga gak gugup pas sidang terus lancar jawab pertanyaannyaa. Bismillaah berkah,senang
"Nda ada jenisnya, kalau sampe kamu tersinggung artinya bercandaannya udah kelewatan, dan wajar kamu marah. kenapa lebih sering bilang ""dih baperan lu"" ketimbang ""maaf, becandaku keterlaluan ya?"" aku sedih :""",sedih
DIA KLO GUGUP LUCU BANGET DONGG AGGDAKDGGSAHDGS MONANGES,takut
"malem malem gini tbtb temen ngirim file word dengan judul ""UTS GEO BENCANA 2020"" fyuh terkejut, untung blm tidur coz disuru ngetag geomer wilayah kajian di pulau sumatera, rebutan dah tu sekelas, oke gua tag Kab. Lampung Utara. bye",senang
"Full sedih,kecewa",sedih
Puas giler aku dengar youtuber komen tentang isu artis kt malaysia nie ha,senang
"Udah pada mengakar ya kalian bencinya. Gue sebel sih sama geledek semuanya dan konten2nya. Tapi kali ini, lagunya upgrade dari yg sebelumnya, lebih berima dan oke. Coba di dengerin dulu, objektif sekali2 walaupun benci. Terlepas dari latar belakang yang rame kemarin",marah
yaps bener! karna buat nyemplung ke fandomnya kaya udha takut dulu banyak setund,takut
"Gue jg jijik kalo lu kek gini., Jauh sana. Gue mau nyusul Namjoon",marah
Syukur deh nyadar,senang
"Selamat membaca, merinding dan kesal misuh2 yah",marah
Davin ngeri kalau antingnya ketarik,takut
"Kota kenangan ku, terutama ""wedhang ronde""nya Kota yg menolak kehadiran FPI. Tak heran warga.nya penuh toleransi, walau tak sedikit mahasiswa/i yg berasal dr b.bagai suku di Ind, hadir disana. Sahabat ku warga Salatiga, boleh bangga dg kota kalian.",senang
"Kalo takut kecoak terbang, cicak diatas kepala takut ketiban cicak Tapi kalo jijik geli itu sama kodok, sm ingus kek pgn muntah",jijik
"Bila engkau sedih karna kehilangan, percayalah bahwa Allah sedang menyediakan pengganti yang terbaik . .",sedih
selamat pagi tweeps ..semoga kelen sehat semuanya ya... jgn lupa cuci tangan pake sabun buka pintu fasilitas umum pake siku atw gunakan sarung tgn n maskeran ya... aku cebong saya kardun kita sebangsa ya.... yg kmi benci bukan kelen ya...bong tp pemimpin pongah,sedih
Takut pada risih buat ngejebe put,takut
*Beda Aelah typo sangking terpesona sm si leader ganteng ini,terkejut
sesabar apapun cewe kalo terus dibikin kecewa suatu saat pasti akan marah juga,sedih
Tak lagi meragu Tak usah menopang dagu Di balik sesal dan juga kesal Kali ini aku tak akan bebal Ruang kosong berbisik Biar aku sabar sedetik Bicara mengenai milik Bukan lagi hal yang pelik Sang Dewi bukan Sang Peri 91.366 TH,terkejut
Apakah kamu juga tertipu,jijik
"Ahahahaha comeinyee Naeee Serai paling senang, kejap je tumbuh akar dalam seminggu dua centu bile rendam dalam air. Pastu tanam cam biasa",senang
Thank you for this GA!! And congrats to for really proud of yooooooo!!! Akhirnya perjuangan kalian selama ini membuahkan hasil sampe sini bangga kalian makin banyak dikenal!! Ayoookk terus berjuang utk kesuksesan lainnya! Anw let's be moots,senang
Aku km gugup suka sakit perut berasa melilit dan jantung deg degan,takut
"kalian boleh ko bub aku, block jg ga apa. aku tau aku tiap saat bikin risih terus sama apa yang aku tweet. maaf ya buat ga nyaman",senang
"Kalo takut kecoak terbang, cicak diatas kepala takut ketiban cicak Tapi kalo jijik geli itu sama kodok, sm ingus kek pgn muntah",takut
"Nonton videonya jijik dan sedih, kucing main gancu tuk di bunuh",jijik
Aku merasa tersinggung,marah
"Kecebak, Mau lanjut sengsara, Berhenti tapi sayang.",sedih
"Sedih banget sama orang orang yang mudik.. yaaa kalo udah terlanjur pulang ya isolasi diri dulu gitu kesadaran diri gitu.. tapi sedihnya di ngak sadar, mementingkan diri sendiri,ngak mikir tetangga kanan kiri, keluarga. Di ingetin dia malah marah, ngak diingetin kita resah",sedih
"katanya dia seneng bgt bisa perf sama mamo, tp jg gugup nervous bgt. selama latihan merasa banyak dibantu sama mamo, senpai yg baik. trus di animenya kan gaada battle dance, nah di livenya dimasukin (sayang cuma bentar doang battlenya huhu). dan masukin acapella juga huhu.",senang
"Enak di temenin guling kan kalau ngantuk tinggal molor di atasnya, ciuman sama je aja key, puas ntar",senang
Sang Setan pun tersinggung dibanding-bandingkan seperti itu. 2,marah
anjinc ngeri jendela ada yg ngetok lagi,takut
Mari kita bersenang senang,senang
"Sbnarnya cukup senang ada mahasiswa yg brni mnyuarakan pendapatnya, mengkritik dosen kalau memang merasa benar. Krna sering kali dosen tdk pernah ingin di salahkan. Tpi alangkah baiknya di bicarakan langsung, akan terkesan tdk sopan jika hanya melalui japri sja.",senang
"namjoon melepaskan sabuk pengamannya, kemudian mengecup pelan bibir yoongi yang masih mencebik kesal. ah, betapa menggemaskannya kekasihnya ini.",senang
"hi kak, sori nih bikin kamu cemas, kamu sudah coba cek pesanan kamu di aplikasi Shopee belum? kan biasanya ada nih untuk pesanan kamu dan kamu juga udah chat penjualnya belum?. Biar mimin bantu, boleh nih kamu infoin no pesanan km ya kak by DM aku aku tunggu ^FA",sedih
Ya aku seh masih di kondisi banyak mau alias ampun mau belanja mulu makanya sengsara ndiri ckckckckk,sedih
Aku benci woody,marah
macet tadi kesal ry ente pake juga?,marah
Puas dpt gelak mcm ni,senang
"Menurut aku sih, lebih kesal ketika mereka yang omongin kita di blkg. Karna,jika mereka yg di maksud kan 'teman' itu ngomongin kita di blkg, dan kita tau kburukan teman kita yg ngomongin di blkg itu dari orang lain, bukan kah kita kecewa sekaligus benci? Setidaknya, lebih baik...",marah
"Bukan rekat atau retak, lebih ke jijik karena keliatan banget isinya tak lebih dari sekedar kumpulan orang2 munafik yg slalu ngomongin agama tapi praktek di kehidupan nyata NOL besar, jauh dari yg diomongin di WAG",jijik
Mungkin Lebih baik jgn pake tulisan cbkist biar nggak banyak exol yg tersinggung hehe.. Btw aq bkn shipper siapapun di dunia kpop sih jd gk masalah haha,senang
aku mau cerita sedikit nih gaiss tadi pas mau buka pintu lemari makan tiba ada cicak dong dan cicak lompat nempel di rok aku jijik bangett sumpah masih kebayang sampek sekarang dong,jijik
Ada loh orang yang sudah di kasih tau tapi masih tetep kaya gitu. Yang ada malah kitanya yang risih dan ilfeel. Soalnya bingung mau ngomong kaya gomong gimana lagi.,takut
"Ya Lord, dragged into a convo that was full of ""angkara murka"" ae ku nggak tenang berhari-hari dan waktu itu ge beneran pengen banget kalau memang kudu putus aja tu yang bae-bae dan nggak pake beranteman",senang
Aw itu kalimat syukur,sedih
Ak yg tgk bnyak Kali pun terkejut ..HAHAHAHAHAHAHA,terkejut
HAHAH iya banget. Tapi gw yg baca aja risih hahah,jijik
ini lg film si bucin bucin td juga paKe ada acara special tayangan oALAAA FUCEKKKKKK MAKIN MUAK AJA AKU HELPSS AJHAKHSAM,senang
"Lebih ngeri kadal yang gak keliatan si.. eh gak ngaku maksudnya, eh maap.",takut
Jadi risih sii,jijik
"muak bgt sama pertanyaan ""kenapa kenapa kenapa kenapa kenapa"" berak",jijik
"maksudnya buat promote artisnya, tapi aku kesel sama risih sama yang kaya gitu soalnya kebanyakan gak nyambung sama apa yang dibahas",senang
"Disuruh diam mulu sama kamu, heran",terkejut
Wa gua hampir tertipu gua mau ngitung dong siapin pensil sama kertas. Kesel gatuh.,jijik
"angan takut mencoba hal yang baru, gapailah impianmu. Tapi ingatlah, tak peduli kemana kamu pergi, KELUARGA tempat kamu kembali.",terkejut
"Biar gambar berbicara. Harga korang cari lah sendiri, aku taknak mention takut nanti korang terkejut.",terkejut
"Ngeri ngeri sedap ngebaca. Yg pingin cerita horor, so sangat recommended!",senang
"Betoooll. kayak doi sama dia, katanya dulu benci. ternyata malah benar cinta, huh.",senang
"Ep 10 dong ! Pokoknya begitu uda ada sub lgsng nonton wkwkw . Gabakal kecewa lah ya akting Hyun Bin gt loh, cakep pula Ye Jin jg bagus aktingnya. lumayan sedih krn dia chaebol tp kyk kesepian gt hidupnya.",senang
heran sm magadir,terkejut
Kenapa sih setiap lagi gugup pasti bawaannya sakit perut.,sedih
Ngeri banget emang orang2 jaman sekarang,takut
"Beruntung skrg ada sosmed, liat sosmednya aja jd sedikit lbh tau kabarnya. Lingkungan baru ngerubah dia sedikit demi sedikit. Kecewa ? Pernah, tapi aku siapa wkwkwkkw",senang
